confidence for class-0,confidence for class-1,actual class
0.001,0.999,1
0.965,0.035,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.963,0.037,0
0.427,0.573,1
1.0,0.0,0
0.012,0.988,1
1.0,0.0,0
0.003,0.997,1
1.0,0.0,0
1.0,0.0,0
0.891,0.109,0
1.0,0.0,0
1.0,0.0,0
0.044,0.956,1
0.997,0.003,0
1.0,0.0,0
0.999,0.001,0
0.995,0.005,0
1.0,0.0,0
0.958,0.042,0
1.0,0.0,0
1.0,0.0,0
0.0,1.0,1
1.0,0.0,0
0.004,0.996,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.997,0.003,0
1.0,0.0,0
1.0,0.0,0
0.98,0.02,0
1.0,0.0,0
0.994,0.006,0
1.0,0.0,0
0.999,0.001,0
0.999,0.001,0
0.004,0.996,1
0.948,0.052,0
0.999,0.001,0
1.0,0.0,0
0.999,0.001,0
0.006,0.994,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.998,0.002,0
0.846,0.154,0
0.998,0.002,0
0.999,0.001,0
1.0,0.0,0
0.008,0.992,1
0.155,0.845,1
1.0,0.0,0
0.979,0.021,0
0.996,0.004,0
1.0,0.0,0
1.0,0.0,0
0.003,0.997,1
1.0,0.0,0
1.0,0.0,0
0.029,0.971,1
1.0,0.0,0
0.966,0.034,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.995,0.005,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.997,0.003,0
1.0,0.0,0
0.993,0.007,0
0.995,0.005,0
1.0,0.0,0
0.996,0.004,0
0.977,0.023,0
0.999,0.001,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.999,0.001,0
1.0,0.0,0
0.986,0.014,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.977,0.023,0
0.999,0.001,0
0.001,0.999,1
0.998,0.002,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.059,0.941,1
0.999,0.001,0
0.058,0.942,1
0.999,0.001,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.988,0.012,0
0.997,0.003,0
0.999,0.001,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.888,0.112,0
0.156,0.844,1
0.006,0.994,1
1.0,0.0,0
0.999,0.001,0
1.0,0.0,0
1.0,0.0,0
0.026,0.974,1
1.0,0.0,0
0.944,0.056,0
1.0,0.0,0
0.997,0.003,0
0.931,0.069,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.985,0.015,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.995,0.005,0
0.996,0.004,0
0.0,1.0,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.005,0.995,1
0.997,0.003,0
0.992,0.008,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.964,0.036,0
0.991,0.009,0
0.998,0.002,0
0.994,0.006,0
0.999,0.001,0
0.988,0.012,0
0.874,0.126,0
0.967,0.033,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.001,0.999,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.999,0.001,0
0.961,0.039,0
0.896,0.104,0
1.0,0.0,0
0.998,0.002,0
0.999,0.001,0
1.0,0.0,0
0.082,0.918,1
1.0,0.0,0
1.0,0.0,0
0.998,0.002,0
1.0,0.0,0
1.0,0.0,0
0.985,0.015,0
0.983,0.017,0
0.006,0.994,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.914,0.086,0
1.0,0.0,0
0.997,0.003,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.982,0.018,0
0.989,0.011,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.576,0.424,1
1.0,0.0,0
0.997,0.003,0
0.986,0.014,0
0.96,0.04,0
1.0,0.0,0
1.0,0.0,0
0.996,0.004,0
0.997,0.003,0
0.825,0.175,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.965,0.035,0
1.0,0.0,0
1.0,0.0,0
0.655,0.345,1
1.0,0.0,0
0.006,0.994,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.994,0.006,0
0.015,0.985,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.053,0.947,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.347,0.653,1
0.963,0.037,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.992,0.008,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.999,0.001,0
1.0,0.0,0
0.999,0.001,0
1.0,0.0,0
1.0,0.0,0
0.001,0.999,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.998,0.002,0
1.0,0.0,0
0.971,0.029,0
1.0,0.0,0
0.997,0.003,0
1.0,0.0,0
1.0,0.0,0
0.013,0.987,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.002,0.998,1
1.0,0.0,0
0.954,0.046,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.04,0.96,1
1.0,0.0,0
0.008,0.992,1
1.0,0.0,0
0.138,0.862,1
0.999,0.001,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.991,0.009,0
1.0,0.0,0
1.0,0.0,0
0.943,0.057,0
0.003,0.997,1
1.0,0.0,0
0.998,0.002,0
0.271,0.729,1
1.0,0.0,0
0.976,0.024,0
0.92,0.08,0
1.0,0.0,0
0.974,0.026,0
1.0,0.0,0
1.0,0.0,0
0.975,0.025,0
1.0,0.0,0
1.0,0.0,0
0.118,0.882,1
1.0,0.0,0
0.96,0.04,0
0.0,1.0,1
1.0,0.0,0
0.983,0.017,0
1.0,0.0,0
1.0,0.0,0
0.997,0.003,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.991,0.009,0
1.0,0.0,0
0.961,0.039,0
1.0,0.0,0
1.0,0.0,0
0.0,1.0,1
1.0,0.0,0
1.0,0.0,0
0.959,0.041,0
1.0,0.0,0
0.0,1.0,1
1.0,0.0,0
0.988,0.012,0
0.999,0.001,0
1.0,0.0,0
1.0,0.0,0
0.012,0.988,1
0.988,0.012,0
1.0,0.0,0
0.968,0.032,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.999,0.001,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.985,0.015,0
0.011,0.989,1
0.996,0.004,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.997,0.003,0
1.0,0.0,0
0.0,1.0,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.971,0.029,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.902,0.098,0
1.0,0.0,0
0.998,0.002,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.0,1.0,1
0.997,0.003,0
1.0,0.0,0
0.986,0.014,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.981,0.019,0
0.961,0.039,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.721,0.279,1
0.967,0.033,0
1.0,0.0,0
0.997,0.003,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.996,0.004,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.058,0.942,1
1.0,0.0,0
0.979,0.021,0
0.997,0.003,0
1.0,0.0,0
1.0,0.0,0
0.998,0.002,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.988,0.012,0
1.0,0.0,0
0.991,0.009,0
1.0,0.0,0
1.0,0.0,0
0.984,0.016,0
0.927,0.073,0
1.0,0.0,0
0.005,0.995,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.005,0.995,1
0.998,0.002,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.998,0.002,0
1.0,0.0,0
0.002,0.998,1
1.0,0.0,0
0.961,0.039,0
0.078,0.922,1
0.035,0.965,1
1.0,0.0,0
1.0,0.0,0
0.95,0.05,0
0.997,0.003,0
0.985,0.015,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.997,0.003,0
1.0,0.0,0
1.0,0.0,0
0.977,0.023,0
1.0,0.0,0
1.0,0.0,0
0.993,0.007,0
0.999,0.001,0
0.981,0.019,0
1.0,0.0,0
0.999,0.001,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.998,0.002,0
0.922,0.078,0
0.974,0.026,0
