confidence for class-0,confidence for class-1,actual class
1.0,0.0,0
1.0,0.0,0
0.938,0.062,0
1.0,0.0,0
1.0,0.0,0
0.975,0.025,0
0.941,0.059,0
0.962,0.038,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.968,0.032,0
0.951,0.049,1
1.0,0.0,0
1.0,0.0,0
0.969,0.031,0
1.0,0.0,0
0.999,0.001,0
1.0,0.0,0
0.0,1.0,1
0.0,1.0,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.966,0.034,0
1.0,0.0,0
1.0,0.0,0
0.968,0.032,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.0,1.0,1
1.0,0.0,0
0.0,1.0,1
1.0,0.0,0
0.0,1.0,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.966,0.034,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.027,0.973,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.962,0.038,0
0.961,0.039,0
1.0,0.0,0
1.0,0.0,0
0.0,1.0,1
1.0,0.0,0
0.967,0.033,0
0.968,0.032,0
0.977,0.023,0
1.0,0.0,0
1.0,0.0,0
0.97,0.03,0
0.969,0.031,0
1.0,0.0,0
1.0,0.0,0
0.01,0.99,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.977,0.023,0
1.0,0.0,0
1.0,0.0,0
0.027,0.973,1
1.0,0.0,0
1.0,0.0,0
0.999,0.001,0
0.999,0.001,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.978,0.022,0
1.0,0.0,0
0.999,0.001,0
1.0,0.0,0
1.0,0.0,0
0.966,0.034,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.0,1.0,1
1.0,0.0,0
0.965,0.035,0
0.957,0.043,0
1.0,0.0,0
0.036,0.964,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.023,0.977,1
1.0,0.0,0
1.0,0.0,0
